city_id,population_difference,built_up_area_difference_m2,urban_centre_area_difference_km2,reconciliation_semantics
263,-0.09416000000055647,0,0.0,current_epoch_file_integrity_not_temporal_comparability
264,-0.2109100000016042,0,0.0,current_epoch_file_integrity_not_temporal_comparability
265,0.20562000000063563,0,0.0,current_epoch_file_integrity_not_temporal_comparability
266,-0.21613000000070315,0,0.0,current_epoch_file_integrity_not_temporal_comparability
267,0.33387000000220723,0,0.0,current_epoch_file_integrity_not_temporal_comparability
268,0.24929999999585561,0,0.0,current_epoch_file_integrity_not_temporal_comparability
269,0.04068000000552274,0,0.0,current_epoch_file_integrity_not_temporal_comparability
270,0.37296999999671243,0,0.0,current_epoch_file_integrity_not_temporal_comparability
271,-0.4517999999807216,0,0.0,current_epoch_file_integrity_not_temporal_comparability
272,0.3552999999956228,0,0.0,current_epoch_file_integrity_not_temporal_comparability
273,0.39280000000144355,0,0.0,current_epoch_file_integrity_not_temporal_comparability
274,0.16264000000228407,0,0.0,current_epoch_file_integrity_not_temporal_comparability
275,0.490300000004936,0,0.0,current_epoch_file_integrity_not_temporal_comparability
276,-0.3045999999740161,0,0.0,current_epoch_file_integrity_not_temporal_comparability
277,0.14650999999867054,0,0.0,current_epoch_file_integrity_not_temporal_comparability
278,-0.4482999999891035,0,0.0,current_epoch_file_integrity_not_temporal_comparability
279,0.16001999999571126,0,0.0,current_epoch_file_integrity_not_temporal_comparability
280,0.2771000000066124,0,0.0,current_epoch_file_integrity_not_temporal_comparability
281,0.08814999999594875,0,0.0,current_epoch_file_integrity_not_temporal_comparability
282,0.1836500000063097,0,0.0,current_epoch_file_integrity_not_temporal_comparability
283,0.07978000000002794,0,0.0,current_epoch_file_integrity_not_temporal_comparability
284,-0.31810000000405125,0,0.0,current_epoch_file_integrity_not_temporal_comparability
285,-0.12020000000484288,0,0.0,current_epoch_file_integrity_not_temporal_comparability
286,0.152379999999539,0,0.0,current_epoch_file_integrity_not_temporal_comparability
287,-0.4235999999946216,0,0.0,current_epoch_file_integrity_not_temporal_comparability
288,-0.32868999999482185,0,0.0,current_epoch_file_integrity_not_temporal_comparability
289,0.12290000000211876,0,0.0,current_epoch_file_integrity_not_temporal_comparability
290,0.3410799999983283,0,0.0,current_epoch_file_integrity_not_temporal_comparability
291,-0.12600000016391277,0,0.0,current_epoch_file_integrity_not_temporal_comparability
292,-0.4064000000071246,0,0.0,current_epoch_file_integrity_not_temporal_comparability
293,0.32832000000053085,0,0.0,current_epoch_file_integrity_not_temporal_comparability
294,-0.06760000000940636,0,0.0,current_epoch_file_integrity_not_temporal_comparability
295,-0.2690000000875443,0,0.0,current_epoch_file_integrity_not_temporal_comparability
296,0.4358000000065658,0,0.0,current_epoch_file_integrity_not_temporal_comparability
297,0.10169999999925494,0,0.0,current_epoch_file_integrity_not_temporal_comparability
298,0.29889999999431893,0,0.0,current_epoch_file_integrity_not_temporal_comparability
299,0.3610000000335276,0,0.0,current_epoch_file_integrity_not_temporal_comparability
300,0.45539999997708946,0,0.0,current_epoch_file_integrity_not_temporal_comparability
301,0.27580000000307336,0,0.0,current_epoch_file_integrity_not_temporal_comparability
302,0.34969999999157153,0,0.0,current_epoch_file_integrity_not_temporal_comparability
303,0.4497700000065379,0,0.0,current_epoch_file_integrity_not_temporal_comparability
304,-0.46890999999595806,0,0.0,current_epoch_file_integrity_not_temporal_comparability
305,0.25539999999455176,0,0.0,current_epoch_file_integrity_not_temporal_comparability
306,0.05989999999292195,0,0.0,current_epoch_file_integrity_not_temporal_comparability
307,-0.16719999999622814,0,0.0,current_epoch_file_integrity_not_temporal_comparability
308,0.10812000000441913,0,0.0,current_epoch_file_integrity_not_temporal_comparability
309,0.21319999999832362,0,0.0,current_epoch_file_integrity_not_temporal_comparability
310,-0.10799999999289867,0,0.0,current_epoch_file_integrity_not_temporal_comparability
311,0.39100000000325963,0,0.0,current_epoch_file_integrity_not_temporal_comparability
312,0.18900000001303852,0,0.0,current_epoch_file_integrity_not_temporal_comparability
314,-0.12225000000034925,0,0.0,current_epoch_file_integrity_not_temporal_comparability
315,-0.2754000000131782,0,0.0,current_epoch_file_integrity_not_temporal_comparability
316,0.11961999999766704,0,0.0,current_epoch_file_integrity_not_temporal_comparability
317,-0.05189000000245869,0,0.0,current_epoch_file_integrity_not_temporal_comparability
319,0.23161000000254717,0,0.0,current_epoch_file_integrity_not_temporal_comparability
320,0.25700000001234,0,0.0,current_epoch_file_integrity_not_temporal_comparability
321,0.3338599999988219,0,0.0,current_epoch_file_integrity_not_temporal_comparability
322,-0.2233600000035949,0,0.0,current_epoch_file_integrity_not_temporal_comparability
